SrcId,Seq,StartTime,LastTime,Dur,SrcStartTime,SrcLastTime,SrcDur,DstStartTime,DstLastTime,DstDur,SRange,Trans,Flgs,StdDev,SrcAddr,Dir,DstAddr,Proto,Sport,Dport,sCo,dCo,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,sIpId,dIpId,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,TotAppByte,SAppBytes,DAppBytes,Load,SrcLoad,DstLoad,Rate,SrcRate,DstRate,Loss,SrcLoss,DstLoss,pLoss,pSrcLoss,pDstLoss,sEnc,dEnc,SrcMac,DstMac,sMpls,dMpls,sVlan,dVlan,sVid,dVid,sVpri,dVpri,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,SIntPktIdl,DIntPktIdl,SIntPktMax,SIntPktMin,DIntPktMax,DIntPktMin,SIPActMax,SIPActMin,DIPActMax,DIPActMin,SIPIdlMax,SIPIdlMin,DIPIdlMax,DIPIdlMin,SrcJitter,DstJitter,SrcJitAct,DstJitAct,SrcJitIdl,DstJitIdl,State,dsPkts,ddPkts,dsBytes,ddBytes,pdsPkt,pddPkt,pdsByte,pddByte,srcUdata,dstUdata,(null),SrcWin,DstWin,JDelay,LDelay,Bins,Bin,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,Inode,sMaxPktSz,sMinPktSz,dMaxPktSz,dMinPktSz
0.0.0.0,0,2022/09/05 15:15:59.384686,2022/09/05 15:15:50.648555,8.736131,2022/09/05 15:15:50.648555,2022/09/05 15:15:59.384686,8.736131,2022/09/05 15:15:50.648555,2022/09/05 15:15:59.384686,8.736131,,,          ,,0,,0,man,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STA,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:16:50.113712,2022/09/05 15:15:50.648555,59.465157,2022/09/05 15:15:50.648555,2022/09/05 15:16:50.113712,59.465157,2022/09/05 15:15:50.648555,2022/09/05 15:16:50.113712,59.465157,,,          ,,0,,109,man,0,1,,,,,,,,,,,,,550,550,0,10994904,54765,0,10994904,109,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:17:50.106780,2022/09/05 15:16:50.013591,60.093189,2022/09/05 15:16:50.013591,2022/09/05 15:17:50.106780,60.093189,2022/09/05 15:16:50.013591,2022/09/05 15:17:50.106780,60.093189,,,          ,,0,,156,man,0,1,,,,,,,,,,,,,607,607,0,11045080,170620,0,11045080,156,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:18:50.113969,2022/09/05 15:17:50.006661,60.107307,2022/09/05 15:17:50.006661,2022/09/05 15:18:50.113969,60.107307,2022/09/05 15:17:50.006661,2022/09/05 15:18:50.113969,60.107307,,,          ,,0,,188,man,0,1,,,,,,,,,,,,,492,492,0,11079424,46606,0,11079424,188,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:19:50.173471,2022/09/05 15:18:50.013853,60.159618,2022/09/05 15:18:50.013853,2022/09/05 15:19:50.173471,60.159618,2022/09/05 15:18:50.013853,2022/09/05 15:19:50.173471,60.159618,,,          ,,0,,217,man,0,1,,,,,,,,,,,,,510,510,0,11112304,47201,0,11112304,217,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:20:50.158602,2022/09/05 15:19:50.073330,60.085274,2022/09/05 15:19:50.073330,2022/09/05 15:20:50.158602,60.085274,2022/09/05 15:19:50.073330,2022/09/05 15:20:50.158602,60.085274,,,          ,,0,,247,man,0,1,,,,,,,,,,,,,538,538,0,11144456,49125,0,11144456,247,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:21:50.151245,2022/09/05 15:20:50.058470,60.092773,2022/09/05 15:20:50.058470,2022/09/05 15:21:50.151245,60.092773,2022/09/05 15:20:50.058470,2022/09/05 15:21:50.151245,60.092773,,,          ,,0,,290,man,0,1,,,,,,,,,,,,,535,535,0,11193896,47588,0,11193896,290,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:22:50.139301,2022/09/05 15:21:50.051076,60.088226,2022/09/05 15:21:50.051076,2022/09/05 15:22:50.139301,60.088226,2022/09/05 15:21:50.051076,2022/09/05 15:22:50.139301,60.088226,,,          ,,0,,340,man,0,1,,,,,,,,,,,,,627,627,0,11247968,56762,0,11247968,340,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:23:50.191322,2022/09/05 15:22:50.039142,60.152180,2022/09/05 15:22:50.039142,2022/09/05 15:23:50.191322,60.152180,2022/09/05 15:22:50.039142,2022/09/05 15:23:50.191322,60.152180,,,          ,,0,,379,man,0,1,,,,,,,,,,,,,593,593,0,11291808,53187,0,11291808,379,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:24:50.179616,2022/09/05 15:23:50.091165,60.088451,2022/09/05 15:23:50.091165,2022/09/05 15:24:50.179616,60.088451,2022/09/05 15:23:50.091165,2022/09/05 15:24:50.179616,60.088451,,,          ,,0,,414,man,0,1,,,,,,,,,,,,,563,563,0,11333696,50383,0,11333696,414,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:25:50.182715,2022/09/05 15:24:50.079480,60.103233,2022/09/05 15:24:50.079480,2022/09/05 15:25:50.182715,60.103233,2022/09/05 15:24:50.079480,2022/09/05 15:25:50.182715,60.103233,,,          ,,0,,446,man,0,1,,,,,,,,,,,,,518,518,0,11366824,46587,0,11366824,446,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:26:50.145355,2022/09/05 15:25:50.082576,60.062778,2022/09/05 15:25:50.082576,2022/09/05 15:26:50.145355,60.062778,2022/09/05 15:25:50.082576,2022/09/05 15:26:50.145355,60.062778,,,          ,,0,,490,man,0,1,,,,,,,,,,,,,538,538,0,11415536,48461,0,11415536,490,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:27:50.121727,2022/09/05 15:26:50.045231,60.076496,2022/09/05 15:26:50.045231,2022/09/05 15:27:50.121727,60.076496,2022/09/05 15:26:50.045231,2022/09/05 15:27:50.121727,60.076496,,,          ,,0,,526,man,0,1,,,,,,,,,,,,,588,588,0,11454264,54975,0,11454264,526,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:28:50.111228,2022/09/05 15:27:50.021598,60.089630,2022/09/05 15:27:50.021598,2022/09/05 15:28:50.111228,60.089630,2022/09/05 15:27:50.021598,2022/09/05 15:28:50.111228,60.089630,,,          ,,0,,567,man,0,1,,,,,,,,,,,,,547,547,0,11499080,50146,0,11499080,567,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
0.0.0.0,0,2022/09/05 15:29:50.141402,2022/09/05 15:28:50.011083,60.130318,2022/09/05 15:28:50.011083,2022/09/05 15:29:50.141402,60.130318,2022/09/05 15:28:50.011083,2022/09/05 15:29:50.141402,60.130318,,,          ,,0,,596,man,0,1,,,,,,,,,,,,,544,544,0,11533176,48747,0,11533176,596,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CON,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,,,,,
